O1,H1,L1,C1,V1,O2,H2,L2,C2,V2,O3,H3,L3,C3,V3,O4,H4,L4,C4,V4,O5,H5,L5,C5,V5,O6,H6,L6,C6,V6,O7,H7,L7,C7,V7,O8,H8,L8,C8,V8
285.11,285.65,284.43,285.24,1642,38630.11,38752.19,38492.25,38652.75,2638,19.498,19.73,19.486,19.659,1674,2770.77,2787.11,2763.96,2777.25,3382,17.191,17.342,17.167,17.334,1622,114.5,114.87,113.59,114.09,974,0.19821,0.19821,0.19743,0.19784,7,0.6193,0.6214,0.6183,0.6201,412
285.24,286.05,284.23,285.31,1775,38645.75,38815.39,38636.38,38749.84,2039,19.658,19.664,19.473,19.557,1542,2776.77,2794.45,2776.3,2787.78,2369,17.333,17.347,17.181,17.281,1521,114.08,115.41,114.08,114.78,679,0.19774,0.19856,0.19766,0.19836,8,0.6201,0.6217,0.6196,0.6202,342
285.35,286.71,285.34,286.22,1250,38749.84,38843.57,38685.57,38716.93,1355,19.558,19.692,19.512,19.681,1633,2787.71,2795.66,2776.2,2776.83,1581,17.28,17.399,17.165,17.224,1693,114.74,114.99,113.98,114.06,282,0.19876,0.19892,0.19803,0.19871,8,0.6203,0.621,0.6183,0.6184,191
286.3,287.02,286.24,286.56,780,38848.28,38858.17,38674.35,38677.33,1409,19.675,19.716,19.571,19.649,1450,2800.61,2801.24,2783.93,2784.23,2818,17.222,17.388,17.195,17.346,2058,114.75,114.85,114.13,114.13,279,0.19861,0.19877,0.19732,0.19732,10,0.6214,0.6217,0.6201,0.6209,213
287.27,287.83,286.77,286.83,615,38665.33,38701.64,38544.06,38678.63,1314,19.645,19.716,19.477,19.537,1698,2784.2,2788.23,2773.41,2783.58,4999,17.348,17.484,17.312,17.46,2068,114.09,114.6,113.53,114.29,486,0.19755,0.19907,0.19755,0.19885,10,0.6209,0.6231,0.6191,0.6218,299
286.84,287.72,285.65,286.87,913,38681.13,38911.05,38611.08,38869.28,1560,19.536,19.772,19.511,19.696,2025,2783.59,2804.13,2776.46,2800.19,2815,17.465,17.482,16.935,16.988,3136,114.33,116.34,114.27,115.52,408,0.19887,0.19905,0.19836,0.19836,10,0.6218,0.6255,0.6212,0.6253,488
286.85,288.93,286.85,288.68,1055,38867.28,38902.63,38694.63,38728.13,1678,19.701,19.896,19.635,19.815,1858,2800.03,2802.06,2785.84,2789.9,2654,16.99,17.147,16.917,17.054,2289,115.52,115.67,114.34,114.57,443,0.19932,0.19932,0.19541,0.19541,15,0.6253,0.6253,0.6227,0.6235,431
288.67,288.72,287.15,287.54,910,38732.63,38878.7,38475.88,38538.88,2029,19.814,19.814,19.266,19.324,2921,2790.06,2804.06,2768.59,2774.02,3319,17.052,17.234,16.974,17.171,2109,114.56,115.51,114.3,114.39,892,0.19567,0.19787,0.19567,0.19732,12,0.6236,0.6264,0.6202,0.6213,626
287.54,288.65,285.89,286.46,1444,38531.38,38689.37,38432.87,38536.57,2067,19.322,19.641,19.294,19.526,2396,2774.12,2784.49,2760.01,2764.96,3410,17.172,17.274,17.072,17.255,2011,114.39,114.65,113.24,113.25,714,0.19714,0.19914,0.19714,0.19877,11,0.6213,0.6251,0.6203,0.6217,664
286.5,288.24,285.66,287.33,1451,38531.57,38690.02,38385.32,38428.04,1974,19.538,19.752,19.453,19.704,2147,2765.02,2780.38,2745.75,2751.53,3599,17.254,17.435,17.164,17.329,2138,113.24,114.05,112.55,112.73,860,0.19829,0.199,0.19815,0.19891,11,0.6218,0.6244,0.6186,0.619,527
287.33,288.67,286.16,286.8,1272,38428.04,38495.31,38387.1,38410.16,1748,19.703,19.786,19.546,19.766,2002,2751.78,2761.94,2741.07,2743.88,2806,17.329,17.345,17.038,17.04,1928,112.74,113.43,112.66,112.8,522,0.19896,0.20038,0.19853,0.20038,11,0.619,0.6201,0.6178,0.6178,347
286.79,288.02,286.35,286.48,922,38410.16,38646.42,38410.16,38596.94,1634,19.764,19.989,19.694,19.92,2022,2743.87,2776.73,2743.77,2774.47,2255,17.042,17.161,17.038,17.096,1501,112.84,113.86,112.83,113.81,330,0.19978,0.19978,0.19757,0.19757,10,0.6178,0.6229,0.6178,0.6218,296
286.48,288.46,286.48,287.69,890,38591.44,38711.14,38583.94,38705.62,1108,19.916,19.927,19.661,19.663,1803,2774.7,2780.15,2771.52,2780.15,1691,17.097,17.257,17.081,17.239,1122,113.82,114.34,113.82,114.18,257,0.19764,0.19879,0.19764,0.19834,10,0.6219,0.6223,0.6211,0.6223,168
287.7,288.53,287.45,288.53,631,38706.62,38760.38,38642.4,38659.88,1382,19.664,19.811,19.664,19.751,1342,2780.03,2796.42,2775.52,2788.99,2212,17.234,17.241,17.09,17.18,1495,114.17,114.87,114.06,114.29,320,0.1985,0.19961,0.19841,0.19961,7,0.6223,0.6238,0.6217,0.6219,255
288.28,289.8,288.28,288.94,633,38659.38,38659.88,38489.87,38504.79,1075,19.749,19.909,19.722,19.877,1087,2788.99,2788.99,2774.47,2775.06,1931,17.181,17.196,17.005,17.059,1483,114.26,114.3,113.73,113.76,259,0.19908,0.19937,0.19809,0.19845,9,0.6218,0.6218,0.6194,0.6195,168
288.93,288.98,287.89,288.08,627,38504.79,38548.43,38422.69,38509.05,1543,19.871,19.871,19.644,19.73,1446,2775.28,2776.62,2764.36,2770.04,1938,17.06,17.07,16.819,16.906,1406,113.77,113.97,113.5,113.96,212,0.19822,0.19822,0.19674,0.19788,10,0.6196,0.6212,0.6191,0.6211,241
288.09,289.86,287.33,289.44,835,38507.85,38568.3,38404.84,38493.34,1304,19.729,19.794,19.566,19.702,1530,2770.08,2772.94,2756.89,2765.61,1989,16.912,16.973,16.82,16.922,1459,113.94,114.29,113.56,114,209,0.19756,0.19798,0.19724,0.19798,8,0.6209,0.6214,0.6198,0.6211,243
289.44,289.76,288.09,288.99,744,38488.34,38530.84,38319.57,38355.7,1489,19.703,19.741,19.612,19.727,1478,2765.23,2769.04,2749.79,2753.83,2021,16.921,16.978,16.843,16.917,1466,114,114.15,113.27,113.32,222,0.19798,0.19847,0.19798,0.19847,8,0.6212,0.6216,0.6197,0.6202,250
288.98,289.28,287.73,287.91,715,38354.7,38434.21,38339.7,38407.08,1378,19.729,19.831,19.693,19.814,1425,2752.81,2764.42,2751.33,2763.86,2396,16.916,17.088,16.916,17.038,1094,113.3,113.85,113.3,113.65,202,0.19892,0.20015,0.19892,0.20015,9,0.6202,0.6218,0.6202,0.6214,146
287.9,288.81,287.62,288.74,577,38407.08,38551,38383.08,38451.44,1296,19.813,19.869,19.547,19.647,1558,2763.91,2781.39,2763.91,2770.61,1830,17.042,17.096,17.007,17.018,678,113.66,114.23,113.63,113.79,284,0.20018,0.20021,0.19927,0.19934,7,0.6214,0.6228,0.621,0.6217,207
288.79,290.32,288.54,289.87,695,38444.94,38450.44,38210.93,38238,2088,19.648,19.801,19.64,19.774,1089,2770.55,2770.55,2741.53,2745.87,3408,17.117,17.131,17.023,17.072,685,113.73,113.75,112.63,113.1,461,0.19976,0.19976,0.19936,0.19936,4,0.6217,0.6217,0.6182,0.6187,376
289.86,289.86,287.53,288.27,1411,38239.5,38403.91,38235.5,38331.88,1501,19.775,19.809,19.69,19.691,748,2745.9,2762.6,2745.42,2758.27,2180,17.071,17.072,16.967,16.994,674,113.1,113.56,113.1,113.34,219,0.20024,0.20024,0.19995,0.20011,4,0.6187,0.6204,0.6187,0.6196,234
288.26,289.41,288.25,289.11,742,38341.88,38377.19,38215.27,38375.19,1496,19.787,19.792,19.739,19.755,540,2758.06,2761.67,2741.07,2755.92,2281,16.996,17.103,16.961,17.076,1202,113.33,113.35,112.71,113.24,307,0.19867,0.19908,0.19846,0.19874,5,0.6197,0.6198,0.6162,0.619,288
289.12,289.14,287.31,288.43,943,38373.69,38481.05,38351.69,38406.64,1487,19.756,19.757,19.647,19.655,695,2755.26,2764.6,2752.67,2757.6,2582,17.077,17.078,16.934,16.994,1223,113.17,113.48,113.04,113.33,249,0.19881,0.1992,0.19834,0.19869,7,0.6189,0.62,0.6184,0.6189,260
288.43,290.08,288.15,289.39,877,38406.64,38522.96,38336.92,38519.93,1601,19.657,19.748,19.584,19.673,1058,2757.81,2768.39,2748.16,2767.45,2269,16.993,17.066,16.769,16.8,1498,113.38,114.35,113.16,114.33,618,0.19816,0.19816,0.1962,0.19745,9,0.6189,0.6189,0.6173,0.6181,331
289.38,293.1,289,292.42,1056,38519.67,38525.35,38396.93,38495.17,1437,19.674,19.688,19.536,19.579,1175,2767.31,2768.37,2758.36,2765.09,1866,16.801,16.912,16.739,16.81,1625,114.25,114.61,113.93,114.32,626,0.19678,0.19786,0.19678,0.19727,8,0.618,0.6184,0.6166,0.618,346
292.43,292.65,290.52,291.67,1039,38495.27,38571.42,38468.85,38518.63,1510,19.577,19.651,19.447,19.477,1359,2765.12,2777.04,2762.54,2769.13,2221,16.811,16.942,16.774,16.801,1301,114.28,114.95,114.26,114.38,303,0.19704,0.1982,0.19645,0.19815,8,0.618,0.6209,0.618,0.6203,290
291.67,293.35,291.54,292.51,933,38534.63,38571.25,38416.58,38570.28,1393,19.473,19.834,19.445,19.728,1588,2769.49,2771.81,2761.64,2768.65,2653,16.798,16.88,16.781,16.789,988,114.39,114.54,113.93,114.35,250,0.19787,0.19919,0.19735,0.19735,8,0.6203,0.6213,0.6195,0.6212,321
292.52,293.97,292,293.66,807,38559.28,38619.91,38486.62,38560.37,1089,19.73,20.226,19.719,19.985,1990,2768.65,2770.92,2759.2,2760.85,2019,16.788,16.954,16.788,16.934,996,114.36,114.52,114,114.22,198,0.19715,0.19784,0.19715,0.19737,7,0.6212,0.622,0.6204,0.6217,253
293.66,294.81,293.39,294.3,755,38555.37,38558.07,38441.09,38492.01,1422,19.984,20.074,19.885,19.888,1456,2760.84,2764.57,2753.03,2756.38,1674,16.935,17.047,16.932,17.043,888,114.25,114.48,113.54,113.73,195,0.19725,0.19862,0.19725,0.19827,6,0.6217,0.6217,0.6201,0.6208,171
294.31,294.55,293.22,293.57,722,38489.01,38564.15,38459.71,38553.17,1368,19.887,20.168,19.887,20.128,1423,2756.28,2778.57,2755.7,2778.54,2656,17.041,17.137,17.035,17.051,886,113.63,114.13,113.56,114.13,287,0.19813,0.19857,0.19813,0.19857,5,0.6208,0.6217,0.6207,0.6216,198
293.58,294.64,293.57,294.63,719,38553.46,38701.21,38543.92,38606.92,1988,20.127,20.457,20.122,20.395,1480,2778.69,2797.08,2777.4,2780.3,3130,17.051,17.051,16.963,17.01,895,114.16,114.86,114.12,114.56,300,0.19871,0.19962,0.19862,0.19882,6,0.6217,0.6241,0.6216,0.623,397
294.64,296.29,294.46,295.19,1132,38579.58,38777.67,38566.58,38740.3,2189,20.394,20.57,20.294,20.336,1380,2780.29,2811.45,2776.81,2801.18,3419,17.011,17.232,17.002,17.163,1127,114.51,115.35,114.47,115.2,420,0.19869,0.19875,0.19768,0.19768,5,0.623,0.626,0.6226,0.6259,370
295.2,296.08,294.8,295.73,1278,38740.57,38764.81,38448.78,38519.42,2417,20.337,20.357,20.215,20.218,1026,2801.01,2802.5,2774.87,2784.42,3337,17.16,17.239,17.099,17.23,1136,115.16,115.16,113.83,114.14,425,0.19736,0.19809,0.19736,0.19766,5,0.6259,0.6259,0.6219,0.623,435
295.7,295.8,293.41,294.06,1297,38519.67,38580.74,38326.64,38409.3,2137,20.219,20.336,20.195,20.296,1152,2784.53,2791.4,2768.22,2775.68,3043,17.229,17.249,17.093,17.105,1159,114.15,114.26,113.25,113.52,350,0.19794,0.19794,0.19702,0.19702,5,0.6231,0.6238,0.6211,0.6224,401
294.06,294.42,292.24,293.02,1190,38409.3,38445.17,37741.62,37965.45,2621,20.288,20.298,20.115,20.175,1079,2776,2777.93,2726.22,2741.27,3826,17.104,17.262,17.094,17.244,1023,113.51,113.64,110.49,111.48,828,0.19742,0.19742,0.19673,0.1968,5,0.6224,0.6232,0.6147,0.6165,636
293,293.19,287.1,288.96,1591,37964.95,38010.95,37582.16,37605.65,4834,20.174,20.178,20.006,20.013,1094,2740.1,2746.23,2674.05,2676.2,5247,17.245,17.327,17.227,17.279,913,111.5,111.7,109.92,109.95,2034,0.19677,0.19677,0.1966,0.19676,4,0.6167,0.6177,0.6064,0.6069,1391
288.78,289.36,284.99,285.65,3252,37605.65,37744.42,37442.23,37472.72,4381,20.012,20.114,19.997,20.083,847,2676.33,2695.46,2658.97,2659.9,5201,17.278,17.278,17.083,17.089,1470,109.95,110.75,109.93,110.05,984,0.19664,0.1972,0.19655,0.19676,5,0.6069,0.6099,0.6054,0.6056,1163
285.66,287.6,284.52,284.95,2935,37476.22,37594.92,37253.42,37340.5,4278,20.084,20.276,20.074,20.196,936,2659.83,2683.52,2646.74,2651.98,5133,17.083,17.191,17.083,17.154,989,110,110.31,108.47,108.54,1019,0.1959,0.19609,0.19539,0.19556,7,0.6055,0.6087,0.6002,0.602,1120
284.95,286.83,282,282.84,2723,37332.5,37342.67,37058.71,37190.42,4129,20.195,20.195,19.991,20.08,1392,2651.74,2665.5,2637.55,2653.84,5143,17.155,17.155,16.878,16.964,1242,108.54,109.4,108.02,108.85,1388,0.19574,0.196,0.19574,0.196,4,0.602,0.6023,0.5965,0.5993,1127
282.34,284.08,280.33,282.78,2704,37190.67,37390.82,37101.92,37358.99,3205,20.079,20.246,20.078,20.142,1134,2653.84,2674.72,2644.97,2673.87,3856,16.957,17.066,16.952,17.032,1151,108.75,109.67,108.55,109.38,573,0.19547,0.19567,0.19486,0.19529,7,0.5992,0.6044,0.5977,0.602,749
282.92,285.15,281.87,284.33,1867,37357.99,37557.99,37338.06,37350.54,2551,20.144,20.144,19.925,20.057,1115,2673.67,2694.13,2671.99,2673.21,3705,17.038,17.086,16.959,17.084,1012,109.39,110.31,109.39,109.67,694,0.19534,0.19585,0.19534,0.19561,5,0.6021,0.6064,0.6021,0.6028,619
284.36,286.16,282.97,283.12,1705,37349.67,37544.95,37333.23,37475.95,2258,20.057,20.175,20,20.109,1202,2673.21,2688.41,2665.26,2681.88,3259,17.085,17.089,17.007,17.055,889,109.69,110.68,109.58,110.58,761,0.19564,0.19665,0.19564,0.19615,5,0.6028,0.6053,0.6014,0.6049,537
283.13,283.48,282.19,283.37,1360,37475.95,37503.15,37397.87,37450.15,2292,20.115,20.182,20.03,20.176,1085,2681.89,2686.8,2672.08,2680.57,2733,17.056,17.17,17.052,17.132,1034,110.56,110.6,110.12,110.52,786,0.19636,0.1964,0.19596,0.19625,5,0.6048,0.6052,0.6036,0.6047,486
283.37,284.07,282.69,283.65,1099,37450.15,37579.81,37389.55,37569.92,2307,20.175,20.205,20.104,20.196,973,2680.35,2695.21,2674.51,2693.88,2562,17.136,17.187,17.076,17.151,964,110.52,111.14,110.34,111.13,614,0.19668,0.19726,0.19665,0.19716,6,0.6048,0.607,0.604,0.6069,459
283.67,284.48,283.01,284.42,1121,37570.8,37618.29,37405.46,37601.05,2496,20.197,20.356,20.178,20.282,1083,2694.58,2714.44,2685.05,2711.54,3136,17.15,17.174,17.101,17.17,811,111.15,111.85,110.77,111.85,356,0.19726,0.19736,0.1969,0.19736,4,0.607,0.6082,0.6047,0.608,562
284.43,284.78,283.38,284.78,1344,37606.05,37683.19,37492.41,37608.34,2817,20.285,20.309,20.193,20.296,1086,2711.68,2720.07,2692.27,2702.71,3364,17.17,17.194,17.11,17.145,780,111.83,111.83,110.83,111.35,822,0.19757,0.19814,0.19744,0.19814,5,0.608,0.6091,0.6051,0.6065,560
284.78,285.22,283.04,284.13,1433,37611.34,37684.5,37482.33,37558.34,2873,20.295,20.382,20.217,20.345,1019,2702.75,2716.59,2697.5,2702.91,2934,17.144,17.222,17.141,17.222,883,111.26,111.81,111.08,111.25,851,0.19817,0.19857,0.19792,0.19857,5,0.6064,0.608,0.6041,0.6046,594
284.13,284.84,283.02,283.5,1535,37558.34,37665.7,37405.22,37504.7,3092,20.344,20.399,20.318,20.323,898,2702.88,2734.63,2692.51,2713.2,3709,17.223,17.361,17.207,17.207,1284,111.25,112.01,110.82,111.12,562,0.19853,0.19865,0.19841,0.19865,5,0.6047,0.6086,0.6029,0.6041,896
283.52,285.69,282.74,283.74,1705,37505.2,37505.2,37044.39,37059.39,3337,20.32,20.443,20.298,20.417,1067,2712.99,2713.5,2651.1,2662.04,4181,17.206,17.34,17.195,17.239,1374,111.12,111.12,108.54,108.59,770,0.19874,0.19982,0.19874,0.19969,7,0.6042,0.6047,0.5983,0.5985,948
283.74,283.92,279.9,280.32,2215,37060.89,37065.89,36567.91,36862.93,3485,20.419,20.542,20.399,20.419,1445,2661.85,2661.85,2610.94,2646.22,3758,17.24,17.26,17.08,17.123,1263,108.58,108.58,106.49,107.84,1178,0.19985,0.20064,0.19985,0.2006,8,0.5984,0.5984,0.5907,0.596,1233
280.34,280.74,275.75,280.23,1749,36931.6,37048.06,36835.41,37044.6,2681,20.42,20.535,20.404,20.475,1295,2652.61,2687.88,2642.17,2684.38,4204,17.122,17.159,17.014,17.107,1425,107.97,108.99,107.67,108.99,638,0.20053,0.20053,0.19925,0.19942,7,0.5959,0.5998,0.5942,0.5994,978
279.54,280.9,278.26,280.24,1462,37047.28,37242.56,36931.07,37073.57,2211,20.475,20.491,20.272,20.344,1228,2684.51,2700.78,2669.46,2682.82,4747,17.101,17.142,16.711,16.818,1619,108.95,109.22,107.75,108.27,628,0.19946,0.19946,0.19788,0.19851,8,0.5994,0.6,0.5956,0.5982,447
280.26,281.1,277.91,279.14,1381,37073.57,37154.54,36895.27,36940.24,2609,20.345,20.386,20.219,20.313,1262,2683.29,2708.7,2675.16,2693.92,4395,16.826,16.888,16.348,16.372,3011,108.28,108.8,107.71,107.9,525,0.19843,0.19884,0.19511,0.19511,10,0.5982,0.5997,0.5955,0.5962,814
279.14,280.18,277.67,278.4,1841,36941.24,36995.56,36832.21,36856.56,2773,20.314,20.359,19.811,19.914,1652,2694.17,2695.85,2669.92,2676.87,4372,16.371,16.476,16.253,16.284,2708,107.89,108.09,107.48,107.71,736,0.19504,0.19522,0.19257,0.1934,15,0.5963,0.5979,0.594,0.5944,905
278.4,278.61,276.87,277.06,2002,36860.16,37064.58,36778.12,36936.07,3220,19.923,19.973,19.402,19.517,2963,2676.46,2726.29,2666.52,2704.7,3981,16.284,16.388,16.092,16.17,2553,107.72,108.69,107.22,108.05,555,0.19272,0.19391,0.19272,0.19324,14,0.5945,0.5969,0.5914,0.5954,1092
277.05,278.51,275.86,277.26,2167,36932.07,37022.58,36856.56,36954.42,2238,19.511,19.719,19.345,19.369,2673,2704.4,2720.72,2693.33,2703.56,2804,16.169,16.3,16.056,16.198,2422,108.07,108.6,107.87,108.27,280,0.19268,0.19477,0.19217,0.19217,12,0.5954,0.5983,0.5952,0.5981,619
277.11,278.59,276.55,277.61,1188,36943.59,37003.1,36876.08,36995.67,1879,19.368,19.462,19.008,19.099,2509,2703.58,2708.32,2692.38,2700.07,2531,16.2,16.327,16.135,16.238,1996,108.24,108.35,107.85,108.14,336,0.19224,0.19239,0.19144,0.192,12,0.598,0.5983,0.5961,0.598,548
277.66,277.71,276.2,277.34,874,36994.67,37018.65,36786.39,36843.91,2043,19.094,19.176,18.812,19.029,2558,2699.69,2701.7,2671.78,2680.51,2771,16.239,16.368,16.228,16.236,1652,108.15,108.23,106.09,107.22,384,0.19194,0.19373,0.19169,0.19238,10,0.598,0.598,0.5918,0.5943,555
277.34,277.81,272.57,274.43,1227,36843.91,36927.67,36733.92,36894.17,1771,19.03,19.216,18.943,19.164,1962,2680.27,2689.88,2670.5,2682.74,2495,16.236,16.326,16.196,16.302,1455,107.21,107.69,106.46,107.41,547,0.19279,0.19356,0.19217,0.19217,9,0.5942,0.5966,0.5932,0.5962,541
274.41,275.64,272.94,275.36,1079,36878.16,36986.42,36851.16,36959.91,1778,19.163,19.368,19.162,19.2,1778,2682.37,2693.08,2677.76,2686.1,1983,16.297,16.307,16.211,16.271,1160,107.4,107.91,107.3,107.77,169,0.19214,0.19297,0.19168,0.19297,9,0.5962,0.5978,0.5956,0.5966,321
275.11,277.15,275.01,276.85,826,36964.92,36978.84,36827.27,36853.71,1642,19.199,19.332,19.141,19.296,1468,2686.19,2687.78,2668.11,2671.04,1693,16.271,16.377,16.25,16.377,1254,107.75,107.81,107.34,107.52,176,0.19289,0.19334,0.19259,0.19334,9,0.5966,0.5973,0.5944,0.5949,381
276.84,277.17,275.9,276.44,704,36853.71,36949.97,36782.46,36890.41,2158,19.297,19.322,19.223,19.301,1303,2670.54,2681.93,2650.83,2665.91,2836,16.374,16.472,16.302,16.46,1437,107.53,107.92,107,107.57,368,0.19281,0.19371,0.19281,0.19369,9,0.5949,0.5965,0.5939,0.5962,407
276.44,277.24,274.95,276.8,872,36890.41,36952.85,36844.24,36885.41,1633,19.3,19.442,19.276,19.435,1344,2666.03,2673.39,2650.9,2657.36,2703,16.463,16.487,16.344,16.42,1552,107.51,108.01,107.28,107.41,227,0.19325,0.19416,0.19317,0.19416,9,0.5963,0.5981,0.5961,0.5975,348
276.82,279.3,275.8,276.51,997,36880.91,36982.21,36864.41,36919.99,1246,19.436,19.552,19.314,19.53,1507,2656.95,2668.34,2655.75,2657.44,2902,16.417,16.468,16.256,16.284,1759,107.42,107.78,107.34,107.36,105,0.19437,0.19437,0.19265,0.19265,9,0.5975,0.5989,0.5973,0.5977,286
276.51,277.11,275.98,276.59,661,36920.99,37101.39,36867.03,37063.87,1978,19.531,19.593,19.342,19.429,1680,2657.17,2667.61,2646.86,2664.39,2852,16.284,16.333,16.151,16.204,2106,107.35,107.86,107,107.86,376,0.19239,0.19259,0.19069,0.19069,9,0.5978,0.6011,0.5961,0.6007,382
276.6,278.03,275.59,277.89,955,37074.37,37083.17,36965.17,37000.04,1317,19.43,19.513,19.329,19.362,1654,2664.54,2665.1,2650.59,2652.51,1921,16.204,16.205,15.794,15.804,2530,107.85,107.9,107.42,107.66,129,0.19049,0.19131,0.19019,0.19087,10,0.6006,0.6009,0.5989,0.6,227
277.63,278.16,276.95,277.74,639,37006.04,37038.04,36855.21,36899.96,1637,19.369,19.437,19.169,19.233,2028,2652.51,2658.35,2637.28,2645.61,3120,15.803,15.815,15.551,15.751,2521,107.66,108.44,107.66,108.31,313,0.19023,0.19023,0.18767,0.18784,12,0.5999,0.5999,0.5977,0.5988,265
277.74,277.9,276.85,277.68,420,36900.96,36979.21,36844.97,36974.71,1043,19.237,19.241,18.76,18.791,2575,2644.85,2658.7,2642.45,2658.47,1444,15.737,15.916,15.694,15.885,1967,108.31,108.6,108.14,108.59,167,0.18663,0.18794,0.1856,0.18794,12,0.5988,0.5991,0.5981,0.5987,222
277.68,278.2,277,278.19,474,36967.21,37064.43,36948.71,37006.42,1470,18.791,18.883,18.518,18.832,2489,2658.66,2672.65,2654.73,2663.98,1860,15.882,15.987,15.775,15.889,1548,108.59,108.84,108.39,108.44,170,0.18832,0.18846,0.18701,0.18826,10,0.5986,0.6017,0.5984,0.6001,276
278.19,279.27,277.6,278.6,898,37006.67,37117.75,36964.45,37081.5,1496,18.82,18.932,18.671,18.932,1906,2663.81,2677.35,2661.25,2675.23,2044,15.89,15.974,15.783,15.793,2111,108.44,108.69,108.31,108.59,254,0.18855,0.18874,0.18796,0.18827,7,0.6001,0.601,0.5987,0.6002,251
278.61,279.32,277.89,279.31,676,37077.5,37126.54,37044.36,37062.42,1302,18.933,18.987,18.779,18.925,1141,2675.23,2684.81,2672.25,2672.31,1962,15.794,15.845,15.707,15.708,2162,108.59,108.69,108.31,108.42,217,0.18831,0.18946,0.18771,0.18794,10,0.6003,0.6007,0.597,0.5973,274
279.19,279.73,278.11,278.66,599,37063.91,37104.92,36980.57,37057.42,1224,18.927,18.979,18.753,18.771,1915,2672.3,2674.33,2661.36,2668.39,2160,15.71,15.94,15.647,15.822,2539,108.42,108.44,107.86,108.09,213,0.18764,0.18839,0.18737,0.18839,9,0.5972,0.5972,0.5949,0.5962,302
278.65,278.65,277,278,593,37057.42,37068.81,36888.65,36922.09,1629,18.773,18.832,18.669,18.672,2038,2668.6,2669.21,2639.65,2646.3,2690,15.82,15.933,15.786,15.87,1835,108.06,108.06,107.46,107.51,155,0.18731,0.18861,0.18663,0.18734,12,0.5962,0.5963,0.5942,0.5946,305
278.01,278.06,275.55,276.14,831,36925.09,37026.99,36353.08,36420.23,2376,18.673,18.874,18.592,18.734,2387,2646.14,2655.24,2596.66,2601.51,3036,15.871,15.892,15.758,15.819,1470,107.55,107.77,104.85,105.26,510,0.18831,0.18831,0.18754,0.18791,9,0.5946,0.5959,0.5838,0.5855,715
276.15,276.83,270.57,271.47,1387,36412.73,36477.36,36292.58,36434.67,3112,18.733,18.799,18.593,18.69,1909,2601.51,2607.46,2582.4,2597.46,3798,15.819,15.826,15.502,15.578,1710,105.26,106.22,104.97,106.05,728,0.18769,0.18801,0.18737,0.1879,7,0.5855,0.5901,0.5842,0.59,867
271.47,273.98,270.6,273.18,2341,36420.56,36475.47,36346.34,36382.58,2098,18.691,18.723,18.599,18.688,1611,2597.13,2603.73,2590.35,2594.37,2390,15.577,15.677,15.531,15.6,1441,106.04,106.22,105.67,105.78,268,0.18771,0.18771,0.18614,0.18655,9,0.5901,0.5909,0.588,0.588,502
273.18,273.53,271.48,271.92,1206,36358.58,36680.91,36301.79,36637.41,2125,18.689,18.725,18.273,18.412,1839,2593.76,2619.89,2591.79,2616.71,2844,15.599,15.725,15.578,15.663,1410,105.67,107.22,105.65,107.03,436,0.18572,0.187,0.18572,0.18644,7,0.5879,0.5934,0.5873,0.5926,434
271.68,274.71,271.28,274.23,1339,36638.91,36807.92,36602.97,36688.41,2595,18.412,18.497,18.328,18.455,1638,2616.5,2624.49,2604.69,2605.79,3573,15.666,15.733,15.599,15.659,1444,107.03,107.49,106.62,106.97,658,0.18678,0.1878,0.18678,0.1878,7,0.5927,0.5938,0.5905,0.5906,634
274.21,275.16,273.42,273.74,1716,36688.41,36719.1,36263.63,36395.73,2926,18.449,18.477,18.369,18.451,1494,2605.88,2611.05,2574.44,2589.42,4029,15.659,15.73,15.587,15.667,1503,106.98,107.39,105.96,106.51,605,0.1875,0.1875,0.18652,0.18652,6,0.5907,0.5914,0.5857,0.5889,813
273.73,274.57,270.29,272.63,1889,36396.23,36747.76,36329.23,36664.8,3185,18.451,18.465,18.299,18.37,1358,2589.11,2618.22,2583.59,2610.78,4026,15.671,15.696,15.598,15.633,1178,106.53,107.94,106.37,107.54,395,0.1868,0.18728,0.18637,0.18697,7,0.5888,0.5951,0.5882,0.5937,807
272.64,275.23,272.1,274.84,1997,36666.8,36782.44,36624.1,36707.09,2406,18.368,18.474,18.278,18.358,1632,2611.14,2624.33,2604.39,2620.49,3086,15.63,15.69,15.572,15.6,1100,107.55,108.02,107.38,107.87,440,0.18696,0.18719,0.18688,0.18719,5,0.5938,0.5955,0.592,0.5939,574
